Entity,Code,Year,Coal Consumption - EJ
Central America,,1966,0.0000656322429203214
Central America,,1967,0.00009227628764265509
Central America,,1968,0.0000677423546255614
Central America,,1969,0.000120186399388133
Central America,,1970,0.000040023671784118
Central America,,1971,0.000066410360577022
Central America,,1972,0.000289891769988832
Central America,,1973,0.00041550826008383997
Central America,,1974,0.000173104295940312
Central America,,1975,0.000045829824285079996
Central America,,1976,0.000027523576507174
Central America,,1977,0.000028169991264953998
Central America,,1978,0.000029963586214408
Central America,,1979,0.000059659696408076
Central America,,1980,0.0006178036755786
Central America,,1981,0.0006041547075786
Central America,,1982,0.0001153876755786
Central America,,1983,0.0001153876755786
Central America,,1984,0.0000316516755786
Central America,,1985,0.0009452049539388721
Central America,,1986,0.0009809601724698
Central America,,1987,0.00105548468372009
Central America,,1988,0.000542605322587488
Central America,,1989,0.00142506412398571
Central America,,1990,0.00101582989587316
Central America,,1991,0.0014230641239857099
Central America,,1992,0.0013124400030512901
Central America,,1993,0.00166529135376894
Central America,,1994,0.00168438785118474
Central America,,1995,0.00131344000305129
Central America,,1996,0.0036335084216615795
Central America,,1997,0.001779351264
Central America,,1998,0.0018454766719999999
Central America,,1999,0.0036775872120000004
Central America,,2000,0.010880826848
Central America,,2001,0.011556873308000001
Central America,,2002,0.014884865294081999
Central America,,2003,0.016797000372
Central America,,2004,0.0172452519123535
Central America,,2005,0.019573379468
Central America,,2006,0.017207501828000002
Central America,,2007,0.019347991228
Central America,,2008,0.020612912336
Central America,,2009,0.0169624525
Central America,,2010,0.020163788528
Central America,,2011,0.029628536160375998
Central America,,2012,0.036468282817568004
Central America,,2013,0.04574689166489599
Central America,,2014,0.0474560700218372
Central America,,2015,0.0587132163579168
Central America,,2016,0.0673747912571365
Central America,,2017,0.0555026772491272
Central America,,2018,0.0866600864421261
Central America,,2019,0.0966107937105832
Chile,CHL,1965,0.04877622
Chile,CHL,1966,0.0502416
Chile,CHL,1967,0.0502416
Chile,CHL,1968,0.0502416
Chile,CHL,1969,0.0502416
Chile,CHL,1970,0.053716644
Chile,CHL,1971,0.051874452
Chile,CHL,1972,0.042872832
Chile,CHL,1973,0.046557216
Chile,CHL,1974,0.044128872
Chile,CHL,1975,0.035252856
Chile,CHL,1976,0.0355878
Chile,CHL,1977,0.03830922
Chile,CHL,1978,0.037346256
Chile,CHL,1979,0.041323716
Chile,CHL,1980,0.04563612
Chile,CHL,1981,0.045552384
Chile,CHL,1982,0.0303543
Chile,CHL,1983,0.036383292000000005
Chile,CHL,1984,0.049069296
Chile,CHL,1985,0.049111164000000006
Chile,CHL,1986,0.046640952
Chile,CHL,1987,0.048064464
Chile,CHL,1988,0.0669888
Chile,CHL,1989,0.090518616
Chile,CHL,1990,0.10904939279999999
Chile,CHL,1991,0.0895891464
Chile,CHL,1992,0.0774641736
Chile,CHL,1993,0.0781549956
Chile,CHL,1994,0.0921807756
Chile,CHL,1995,0.09937788480000001
Chile,CHL,1996,0.13770996472799998
Chile,CHL,1997,0.17927165844
Chile,CHL,1998,0.1686736116
Chile,CHL,1999,0.1740620232
Chile,CHL,2000,0.13450932359999998
Chile,CHL,2001,0.1055324808
Chile,CHL,2002,0.1063698408
Chile,CHL,2003,0.10170155880000001
Chile,CHL,2004,0.11780426538789399
Chile,CHL,2005,0.115452390431166
Chile,CHL,2006,0.144138506174544
Chile,CHL,2007,0.17107765445782003
Chile,CHL,2008,0.18294307444186103
Chile,CHL,2009,0.16724727261085998
Chile,CHL,2010,0.1880250012
Chile,CHL,2011,0.24115130640000002
Chile,CHL,2012,0.2811561804
Chile,CHL,2013,0.31603641120000003
Chile,CHL,2014,0.3188080728
Chile,CHL,2015,0.30619743120000004
Chile,CHL,2016,0.310537908589721
Chile,CHL,2017,0.322882788322695
Chile,CHL,2018,0.311622042395153
Chile,CHL,2019,0.284528776670237
China,CHN,1965,4.79053656
China,CHN,1966,5.1246432
China,CHN,1967,4.5552384
China,CHN,1968,4.52132532
China,CHN,1969,5.45979654
China,CHN,1970,6.94673856
China,CHN,1971,8.00955774
China,CHN,1972,8.47052442
China,CHN,1973,8.58147462
China,CHN,1974,8.4908304
China,CHN,1975,9.56955942
China,CHN,1976,9.8033922
China,CHN,1977,10.78394076
China,CHN,1978,11.84110776
China,CHN,1979,12.24973944
China,CHN,1980,12.740469160104
China,CHN,1981,12.672702075852001
China,CHN,1982,13.409416302408
China,CHN,1983,14.3604162702
China,CHN,1984,15.61775920236
China,CHN,1985,17.050552081920003
China,CHN,1986,17.825126159232
China,CHN,1987,19.3400705862
China,CHN,1988,20.776404996144
China,CHN,1989,21.768846496488
China,CHN,1990,22.08426133536
China,CHN,1991,23.160339985356003
China,CHN,1992,24.233389401816
China,CHN,1993,25.813284159600002
China,CHN,1994,27.510002234820004
China,CHN,1995,27.8526619168812
China,CHN,1996,29.143402235233
China,CHN,1997,28.554884896502198
China,CHN,1998,28.3381801484582
China,CHN,1999,29.156517846655397
China,CHN,2000,29.561062335738697
China,CHN,2001,31.088717104475602
China,CHN,2002,34.082847134172894
China,CHN,2003,40.619010882282
China,CHN,2004,47.3590069340961
China,CHN,2005,55.4583806597036
China,CHN,2006,60.906174260239496
China,CHN,2007,66.3260865659396
China,CHN,2008,67.3773142449313
China,CHN,2009,70.58016457398729
China,CHN,2010,73.2249932042544
China,CHN,2011,79.71049919296141
China,CHN,2012,80.7128412223577
China,CHN,2013,82.4411488103195
China,CHN,2014,81.8303510473925
China,CHN,2015,80.13362222833359
China,CHN,2016,79.0925513375049
China,CHN,2017,79.27744913194529
China,CHN,2018,79.8307623
China,CHN,2019,81.674796492
Colombia,COL,1965,0.084322152
Colombia,COL,1966,0.084322152
Colombia,COL,1967,0.09252828
Colombia,COL,1968,0.084280284
Colombia,COL,1969,0.08997433199999999
Colombia,COL,1970,0.093909924
Colombia,COL,1971,0.07303064547600001
Colombia,COL,1972,0.07587892551599999
Colombia,COL,1973,0.077275181448
Colombia,COL,1974,0.093446570844
Colombia,COL,1975,0.09498446224254
Colombia,COL,1976,0.09290054848464
Colombia,COL,1977,0.0952366780053
Colombia,COL,1978,0.09625971693312
Colombia,COL,1979,0.097099177032
Colombia,COL,1980,0.1018336041918
Colombia,COL,1981,0.10375204200660001
Colombia,COL,1982,0.1080297332478
Colombia,COL,1983,0.1190683026234
Colombia,COL,1984,0.12396182399639999
Colombia,COL,1985,0.1278530191692
Colombia,COL,1986,0.12624634722960001
Colombia,COL,1987,0.1587394216746
Colombia,COL,1988,0.1266287067396
Colombia,COL,1989,0.1467121876272
Colombia,COL,1990,0.0668951978058
Colombia,COL,1991,0.0841278823866
Colombia,COL,1992,0.14071317102179998
Colombia,COL,1993,0.147535662105
Colombia,COL,1994,0.16887075126479997
Colombia,COL,1995,0.15111687121128
Colombia,COL,1996,0.1171476468513
Colombia,COL,1997,0.13874615586
Colombia,COL,1998,0.13195077012
Colombia,COL,1999,0.105379377537677
Colombia,COL,2000,0.11317613475931
Colombia,COL,2001,0.11145031325999999
Colombia,COL,2002,0.0916610723028
Colombia,COL,2003,0.10160939410869001
Colombia,COL,2004,0.08891537723639999
Colombia,COL,2005,0.0560244311874001
Colombia,COL,2006,0.159588157358241
Colombia,COL,2007,0.140514980166034
Colombia,COL,2008,0.185911561232293
Colombia,COL,2009,0.171003002723144
Colombia,COL,2010,0.20126642577118803
Colombia,COL,2011,0.162959139860744
Colombia,COL,2012,0.19641721797518
Colombia,COL,2013,0.21128399072120302
Colombia,COL,2014,0.22380089674715198
Colombia,COL,2015,0.20800790561215
Colombia,COL,2016,0.228769320159071
Colombia,COL,2017,0.174341296475379
Colombia,COL,2018,0.158061037708487
Colombia,COL,2019,0.257706280952272
Croatia,HRV,1990,0.033852329532
Croatia,HRV,1991,0.01903361148
Croatia,HRV,1992,0.016730369063999998
Croatia,HRV,1993,0.014218749612
Croatia,HRV,1994,0.00889988076
Croatia,HRV,1995,0.007316893548
Croatia,HRV,1996,0.005991059592
Croatia,HRV,1997,0.01018480968
Croatia,HRV,1998,0.009737491968
Croatia,HRV,1999,0.008636363567999999
Croatia,HRV,2000,0.018074373732
Croatia,HRV,2001,0.02012029542
Croatia,HRV,2002,0.024457443407999997
Croatia,HRV,2003,0.027201179052
Croatia,HRV,2004,0.028884858804
Croatia,HRV,2005,0.028624104900000003
Croatia,HRV,2006,0.026572698504
Croatia,HRV,2007,0.028849103531999997
Croatia,HRV,2008,0.029688724404000003
Croatia,HRV,2009,0.021215436696
Croatia,HRV,2010,0.028583325468
Croatia,HRV,2011,0.029421564695999998
Croatia,HRV,2012,0.026385171732
Croatia,HRV,2013,0.02826738954
Croatia,HRV,2014,0.027075868128
Croatia,HRV,2015,0.02536007562
Croatia,HRV,2016,0.027255356244000002
Croatia,HRV,2017,0.016426239912000002
Croatia,HRV,2018,0.015293710512000002
Croatia,HRV,2019,0.0180660827344017
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0.0038937240000000003
Cyprus,CYP,1986,0.0023864760000000002
Cyprus,CYP,1987,0.005066028
Cyprus,CYP,1988,0.003056364
Cyprus,CYP,1989,0.00272142
Cyprus,CYP,1990,0.002553948
Cyprus,CYP,1991,0.00188406
Cyprus,CYP,1992,0.003475044
Cyprus,CYP,1993,0.00293076
Cyprus,CYP,1994,0.004019328
Cyprus,CYP,1995,0.004479876
Cyprus,CYP,1996,0.0041868
Cyprus,CYP,1997,0.003181968
Cyprus,CYP,1998,0.0005861519999999999
Cyprus,CYP,1999,0.001004832
Cyprus,CYP,2000,0.0015072479999999999
Cyprus,CYP,2001,0.002219004
Cyprus,CYP,2002,0.001842192
Cyprus,CYP,2003,0.001842192
Cyprus,CYP,2004,0.001842192
Cyprus,CYP,2005,0.001842192
Cyprus,CYP,2006,0.00126344232076399
Cyprus,CYP,2007,0.00114738732069325
Cyprus,CYP,2008,0.00093848832056592
Cyprus,CYP,2009,0.000497479320297108
Cyprus,CYP,2010,0.000613534320367848
Cyprus,CYP,2011,0.000288580320169776
Cyprus,CYP,2012,0.00001004832
Cyprus,CYP,2013,0.00001004832
Cyprus,CYP,2014,0.000092844000056592
Cyprus,CYP,2015,0.000139266000084888
Cyprus,CYP,2016,0.000018592011
Cyprus,CYP,2017,0.00012488080002613002
Cyprus,CYP,2018,0.0005698836000000099
Cyprus,CYP,2019,0.000699655320000012
Czech Republic,CZE,1965,1.4790289680000002
Czech Republic,CZE,1966,1.474674696
Czech Republic,CZE,1967,1.426107816
Czech Republic,CZE,1968,1.476223812
Czech Republic,CZE,1969,1.534336596
Czech Republic,CZE,1970,1.5533028
Czech Republic,CZE,1971,1.618323804
Czech Republic,CZE,1972,1.595254536
Czech Republic,CZE,1973,1.560964644
Czech Republic,CZE,1974,1.55518686
Czech Republic,CZE,1975,1.588388184
Czech Republic,CZE,1976,1.6193705040000002
Czech Republic,CZE,1977,1.6543721519999999
Czech Republic,CZE,1978,1.660819824
Czech Republic,CZE,1979,1.66132224
Czech Republic,CZE,1980,1.609866468
Czech Republic,CZE,1981,1.60333506
Czech Republic,CZE,1982,1.615769856
Czech Republic,CZE,1983,1.6066844999999998
Czech Republic,CZE,1984,1.6369550640000001
Czech Republic,CZE,1985,1.601409132
Czech Republic,CZE,1986,1.5941659680000002
Czech Republic,CZE,1987,1.575618444
Czech Republic,CZE,1988,1.5940822319999999
Czech Republic,CZE,1989,1.532703744
Czech Republic,CZE,1990,1.245400043292
Czech Republic,CZE,1991,1.14088876488
Czech Republic,CZE,1992,1.065321169812
Czech Republic,CZE,1993,1.036367563752
Czech Republic,CZE,1994,0.980880070824
Czech Republic,CZE,1995,0.981805730436
Czech Republic,CZE,1996,0.979627170924
Czech Republic,CZE,1997,0.9204496836839999
Czech Republic,CZE,1998,0.8532080428319999
Czech Republic,CZE,1999,0.7773991206119999
Czech Republic,CZE,2000,0.8881810531200001
Czech Republic,CZE,2001,0.871669402488
Czech Republic,CZE,2002,0.8554704639480001
Czech Republic,CZE,2003,0.869478533784
Czech Republic,CZE,2004,0.870798003804
Czech Republic,CZE,2005,0.8413089060240001
Czech Republic,CZE,2006,0.871110967104
Czech Republic,CZE,2007,0.8694530780399999
Czech Republic,CZE,2008,0.824578578828
Czech Republic,CZE,2009,0.761674044096
Czech Republic,CZE,2010,0.7861721831999999
Czech Republic,CZE,2011,0.773959203864
Czech Republic,CZE,2012,0.7421370117839999
Czech Republic,CZE,2013,0.707416214328
Czech Republic,CZE,2014,0.685568989512
Czech Republic,CZE,2015,0.683500166028
Czech Republic,CZE,2016,0.68834592648
Czech Republic,CZE,2017,0.65279078352
Czech Republic,CZE,2018,0.648715184928
Czech Republic,CZE,2019,0.604116514713308
Denmark,DNK,1965,0.1548320508
Denmark,DNK,1966,0.1754813484
Denmark,DNK,1967,0.1502391312
Denmark,DNK,1968,0.13461399359999998
Denmark,DNK,1969,0.1229579424
Denmark,DNK,1970,0.098347932
Denmark,DNK,1971,0.06018525
Denmark,DNK,1972,0.0614873448
Denmark,DNK,1973,0.0942406812
Denmark,DNK,1974,0.0890239284
Denmark,DNK,1975,0.0858880152
Denmark,DNK,1976,0.1193279868
Denmark,DNK,1977,0.1372684248
Denmark,DNK,1978,0.1512314028
Denmark,DNK,1979,0.18035059679999998
Denmark,DNK,1980,0.25739190359999997
Denmark,DNK,1981,0.20571841800000001
Denmark,DNK,1982,0.2481558228
Denmark,DNK,1983,0.2369896272
Denmark,DNK,1984,0.2497886748
Denmark,DNK,1985,0.3044515356
Denmark,DNK,1986,0.3079642608
Denmark,DNK,1987,0.3022953336
Denmark,DNK,1988,0.2828434608
Denmark,DNK,1989,0.232451136
Denmark,DNK,1990,0.2550012408
Denmark,DNK,1991,0.3458673612
Denmark,DNK,1992,0.28808952120000003
Denmark,DNK,1993,0.30219903719999996
Denmark,DNK,1994,0.3249752292
Denmark,DNK,1995,0.2716563312
Denmark,DNK,1996,0.37340394479999994
Denmark,DNK,1997,0.27758902679999997
Denmark,DNK,1998,0.2359136196
Denmark,DNK,1999,0.19819055160000001
Denmark,DNK,2000,0.166257828
Denmark,DNK,2001,0.1757367432
Denmark,DNK,2002,0.1759460832
Denmark,DNK,2003,0.2400585516
Denmark,DNK,2004,0.18400986
Denmark,DNK,2005,0.1552550935
Denmark,DNK,2006,0.2355902501
Denmark,DNK,2007,0.1947899195
Denmark,DNK,2008,0.17155812393
Denmark,DNK,2009,0.16878004643
Denmark,DNK,2010,0.16046519714000002
Denmark,DNK,2011,0.13557779456
Denmark,DNK,2012,0.10354746161
Denmark,DNK,2013,0.13548532084
Denmark,DNK,2014,0.10995850404999999
Denmark,DNK,2015,0.07236272629
Denmark,DNK,2016,0.087676310979
Denmark,DNK,2017,0.06559080218848
Denmark,DNK,2018,0.0668012795639181
Denmark,DNK,2019,0.0388582091578055
Eastern Africa,,1965,0.0758912160500776
Eastern Africa,,1966,0.0883094403000577
Eastern Africa,,1967,0.0891722785142716
Eastern Africa,,1968,0.0939810132165582
Eastern Africa,,1969,0.0911646769564998
Eastern Africa,,1970,0.103222264553076
Eastern Africa,,1971,0.105236849757425
Eastern Africa,,1972,0.0981835928627159
Eastern Africa,,1973,0.107835720767855
Eastern Africa,,1974,0.0992877720183826
Eastern Africa,,1975,0.0902298832010658
Eastern Africa,,1976,0.11912867011356501
Eastern Africa,,1977,0.0970527610203032
Eastern Africa,,1978,0.0949338780835714
Eastern Africa,,1979,0.0931962282066046
Eastern Africa,,1980,0.0969122006595198
Eastern Africa,,1981,0.0910096231672879
Eastern Africa,,1982,0.0878757052191709
Eastern Africa,,1983,0.0973150279251824
Eastern Africa,,1984,0.091677444318555
Eastern Africa,,1985,0.0978324907216095
Eastern Africa,,1986,0.113459160650601
Eastern Africa,,1987,0.134576456582016
Eastern Africa,,1988,0.135486696530484
Eastern Africa,,1989,0.133236434763541
Eastern Africa,,1990,0.188512536159541
Eastern Africa,,1991,0.15480138545117902
Eastern Africa,,1992,0.15830261095542
Eastern Africa,,1993,0.190789089963098
Eastern Africa,,1994,0.17074508422017998
Eastern Africa,,1995,0.166153748560009
Eastern Africa,,1996,0.153934725333414
Eastern Africa,,1997,0.17092290824134102
Eastern Africa,,1998,0.161890603531371
Eastern Africa,,1999,0.13776440295237802
Eastern Africa,,2000,0.127619924507394
Eastern Africa,,2001,0.135096837209519
Eastern Africa,,2002,0.128090382712511
Eastern Africa,,2003,0.10514309508213099
Eastern Africa,,2004,0.128710474420172
Eastern Africa,,2005,0.11857308407177199
Eastern Africa,,2006,0.0965738677200083
Eastern Africa,,2007,0.0999921010024358
Eastern Africa,,2008,0.0741543064471403
Eastern Africa,,2009,0.0849744707974856
Eastern Africa,,2010,0.11629770664598899
Eastern Africa,,2011,0.128438311126679
Eastern Africa,,2012,0.10408949798765199
Eastern Africa,,2013,0.15906056452164902
Eastern Africa,,2014,0.245804167576274
Eastern Africa,,2015,0.20428011717670702
Eastern Africa,,2016,0.161686788994512
Eastern Africa,,2017,0.185372258691455
Eastern Africa,,2018,0.21402789091737098
Eastern Africa,,2019,0.183086838543629
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0
Ecuador,ECU,2008,0
Ecuador,ECU,2009,0
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0
Ecuador,ECU,2012,0
Ecuador,ECU,2013,0
Ecuador,ECU,2014,0
Ecuador,ECU,2015,0
Ecuador,ECU,2016,0
Ecuador,ECU,2017,0
Ecuador,ECU,2018,0
Ecuador,ECU,2019,0
Egypt,EGY,1965,0.016872803999999998
Egypt,EGY,1966,0.011471832
Egypt,EGY,1967,0.017668296
Egypt,EGY,1968,0.018380052
Egypt,EGY,1969,0.019845432
Egypt,EGY,1970,0.018296316
Egypt,EGY,1971,0.015014409084
Egypt,EGY,1972,0.013286474856
Egypt,EGY,1973,0.011572817616
Egypt,EGY,1974,0.020207297124
Egypt,EGY,1975,0.024150467231999997
Egypt,EGY,1976,0.0236219256
Egypt,EGY,1977,0.026940885696000002
Egypt,EGY,1978,0.02580910992
Egypt,EGY,1979,0.028627705548
Egypt,EGY,1980,0.023047496639999998
Egypt,EGY,1981,0.029704759848
Egypt,EGY,1982,0.030696403428
Egypt,EGY,1983,0.029116263239999995
Egypt,EGY,1984,0.0295253136
Egypt,EGY,1985,0.031174703460000005
Egypt,EGY,1986,0.03134489688
Egypt,EGY,1987,0.03315882798
Egypt,EGY,1988,0.036247262868
Egypt,EGY,1989,0.037097057664000004
Egypt,EGY,1990,0.031782291876
Egypt,EGY,1991,0.032711928948
Egypt,EGY,1992,0.033509305008
Egypt,EGY,1993,0.040364352648
Egypt,EGY,1994,0.043441776252
Egypt,EGY,1995,0.029067235812
Egypt,EGY,1996,0.0399504456
Egypt,EGY,1997,0.033812554932
Egypt,EGY,1998,0.033264419076
Egypt,EGY,1999,0.030237362676
Egypt,EGY,2000,0.03640045788
Egypt,EGY,2001,0.032020813872
Egypt,EGY,2002,0.0343516473
Egypt,EGY,2003,0.03561857298
Egypt,EGY,2004,0.03640506336
Egypt,EGY,2005,0.03561857298
Egypt,EGY,2006,0.03563846028
Egypt,EGY,2007,0.032396788512
Egypt,EGY,2008,0.029153651364000003
Egypt,EGY,2009,0.025912021464
Egypt,EGY,2010,0.01942717068
Egypt,EGY,2011,0.018454911984
Egypt,EGY,2012,0.016350542568
Egypt,EGY,2013,0.0161537211
Egypt,EGY,2014,0.016286652
Egypt,EGY,2015,0.034360085125512
Egypt,EGY,2016,0.052276790249712005
Egypt,EGY,2017,0.050537062476000004
Egypt,EGY,2018,0.09013835407680001
Egypt,EGY,2019,0.0831387278592
Estonia,EST,1985,0.24307309025831197
Estonia,EST,1986,0.246029458455603
Estonia,EST,1987,0.24815235854868603
Estonia,EST,1988,0.23671523682928303
Estonia,EST,1989,0.245053939070107
Estonia,EST,1990,0.23327426088000003
Estonia,EST,1991,0.208686733596
Estonia,EST,1992,0.182361265632
Estonia,EST,1993,0.1339807401
Estonia,EST,1994,0.135370506492
Estonia,EST,1995,0.131917150116
Estonia,EST,1996,0.137144453652
Estonia,EST,1997,0.135844159176
Estonia,EST,1998,0.12316330494000001
Estonia,EST,1999,0.112106636028
Estonia,EST,2000,0.11843289082800001
Estonia,EST,2001,0.116803220796
Estonia,EST,2002,0.11389686984000001
Estonia,EST,2003,0.13169876662799998
Estonia,EST,2004,0.135056370888
Estonia,EST,2005,0.129474403524
Estonia,EST,2006,0.122695806852
Estonia,EST,2007,0.14789410451999999
Estonia,EST,2008,0.140793626664
Estonia,EST,2009,0.127807847784
Estonia,EST,2010,0.163651461264
Estonia,EST,2011,0.17456318316
Estonia,EST,2012,0.163327654152
Estonia,EST,2013,0.17538861077999998
Estonia,EST,2014,0.176937684912
Estonia,EST,2015,0.160031135304
Estonia,EST,2016,0.161679059784
Estonia,EST,2017,0.178273232244
Estonia,EST,2018,0.19939697802
Estonia,EST,2019,0.140946582181823
Europe,,1965,21.9411744112918
Europe,,1966,21.051786113402
Europe,,1967,20.369593885934698
Europe,,1968,20.684129535775302
Europe,,1969,20.954453454053102
Europe,,1970,20.6100978810958
Europe,,1971,19.7282075983564
Europe,,1972,19.0582343471144
Europe,,1973,19.361255843965
Europe,,1974,19.185496617885498
Europe,,1975,18.735811877403
Europe,,1976,19.6199563023342
Europe,,1977,19.571590796927303
Europe,,1978,19.9330016256604
Europe,,1979,20.8021252007469
Europe,,1980,21.191536456263
Europe,,1981,20.8326551301618
Europe,,1982,20.949730241671602
Europe,,1983,21.241375234032
Europe,,1984,21.2051990806485
Europe,,1985,26.061851803967
Europe,,1986,25.8408292391922
Europe,,1987,26.0488859459117
Europe,,1988,25.513186364444103
Europe,,1989,25.196214077484303
Europe,,1990,23.970439581924897
Europe,,1991,22.582737568060104
Europe,,1992,21.2710504542768
Europe,,1993,19.8687817850716
Europe,,1994,18.7270468381958
Europe,,1995,18.5264853678747
Europe,,1996,17.999417803736
Europe,,1997,17.505788218364803
Europe,,1998,17.030812458278
Europe,,1999,16.088805558438402
Europe,,2000,16.5562502583529
Europe,,2001,16.4050115392557
Europe,,2002,16.3962531257413
Europe,,2003,17.0486501041383
Europe,,2004,16.7664280667841
Europe,,2005,16.3692702363632
Europe,,2006,17.1394263706742
Europe,,2007,17.3626285044333
Europe,,2008,16.379489024056802
Europe,,2009,14.671710295780802
Europe,,2010,15.335346674098899
Europe,,2011,15.9857139538736
Europe,,2012,16.343886578802
Europe,,2013,15.8056429151916
Europe,,2014,14.8438805139349
Europe,,2015,14.199771474242802
Europe,,2016,13.6838232990547
Europe,,2017,13.228293025367599
Europe,,2018,12.915285601322902
Europe,,2019,11.346770103203099
Europe (other),,1965,0.379122550893117
Europe (other),,1966,0.370488466892979
Europe (other),,1967,0.323834842892904
Europe (other),,1968,0.33793123089299204
Europe (other),,1969,0.333009814893104
Europe (other),,1970,0.34952187489311703
Europe (other),,1971,0.386355184679722
Europe (other),,1972,0.377799730466552
Europe (other),,1973,0.396971536253032
Europe (other),,1974,0.4082201020397
Europe (other),,1975,0.43639940782638
Europe (other),,1976,0.46359040561290993
Europe (other),,1977,0.46306772739953994
Europe (other),,1978,0.510078357186082
Europe (other),,1979,0.561407726972663
Europe (other),,1980,0.5389817487592551
Europe (other),,1981,0.6166883267539611
Europe (other),,1982,0.63675873674868
Europe (other),,1983,0.721038590743386
Europe (other),,1984,0.7857660887380921
Europe (other),,1985,0.8523937147328101
Europe (other),,1986,0.868512464727516
Europe (other),,1987,0.843893650722222
Europe (other),,1988,0.850675836716928
Europe (other),,1989,0.819148802711634
Europe (other),,1990,0.66059425670634
Europe (other),,1991,0.5623341960086999
Europe (other),,1992,0.5306403002504401
Europe (other),,1993,0.48283531485515996
Europe (other),,1994,0.34191155557314
Europe (other),,1995,0.38737434338891996
Europe (other),,1996,0.40669716170238
Europe (other),,1997,0.4632524760204
Europe (other),,1998,0.51338160245322
Europe (other),,1999,0.42237408618231603
Europe (other),,2000,0.5038211394669789
Europe (other),,2001,0.500798181042805
Europe (other),,2002,0.530513649978985
Europe (other),,2003,0.561897140934805
Europe (other),,2004,0.5810941080436519
Europe (other),,2005,0.5326347763975471
Europe (other),,2006,0.559202418251947
Europe (other),,2007,0.529458637983327
Europe (other),,2008,0.571471252321707
Europe (other),,2009,0.580064571710067
Europe (other),,2010,0.583328498529739
Europe (other),,2011,0.6556495640850389
Europe (other),,2012,0.590122796951644
Europe (other),,2013,0.610815980744091
Europe (other),,2014,0.504003393346438
Europe (other),,2015,0.57563428108438
Europe (other),,2016,0.599124469052407
Europe (other),,2017,0.59363509672725
Europe (other),,2018,0.6045891739678821
Europe (other),,2019,0.7656793188790191
Finland,FIN,1965,0.072935353908
Finland,FIN,1966,0.067696327332
Finland,FIN,1967,0.065130823764
Finland,FIN,1968,0.078439028112
Finland,FIN,1969,0.09409699022399999
Finland,FIN,1970,0.09564299999999999
Finland,FIN,1971,0.084886
Finland,FIN,1972,0.094168
Finland,FIN,1973,0.10451500000000001
Finland,FIN,1974,0.10650699999999999
Finland,FIN,1975,0.096498
Finland,FIN,1976,0.13003199999999998
Finland,FIN,1977,0.131115
Finland,FIN,1978,0.176739
Finland,FIN,1979,0.170327
Finland,FIN,1980,0.193277
Finland,FIN,1981,0.118779
Finland,FIN,1982,0.131747
Finland,FIN,1983,0.143103
Finland,FIN,1984,0.16481800000000002
Finland,FIN,1985,0.208893
Finland,FIN,1986,0.190999
Finland,FIN,1987,0.213937
Finland,FIN,1988,0.2142
Finland,FIN,1989,0.20954299999999998
Finland,FIN,1990,0.220635
Finland,FIN,1991,0.220362
Finland,FIN,1992,0.200569
Finland,FIN,1993,0.22928
Finland,FIN,1994,0.27920300000000003
Finland,FIN,1995,0.24697800000000003
Finland,FIN,1996,0.29428899999999997
Finland,FIN,1997,0.27874099999999996
Finland,FIN,1998,0.22874
Finland,FIN,1999,0.221636
Finland,FIN,2000,0.20997800000000003
Finland,FIN,2001,0.253761
Finland,FIN,2002,0.27572800000000003
Finland,FIN,2003,0.34413299999999997
Finland,FIN,2004,0.309166
Finland,FIN,2005,0.19860799999999998
