Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
russia,05/08/1970,50.1,41.1,46.7,35.4,,0,,11.4,,6.2,60,70.17,Partially cloudy
russia,05/09/1970,50.1,41.1,45.2,35.4,,0,0,9.2,,6.2,90,78.45,Overcast
russia,05/10/1970,56.9,44.9,51.6,41,,0,,6.9,,6.2,91.3,71.66,Overcast
russia,05/11/1970,56.9,44.9,51.3,42.4,,0,,11.4,,7,17.5,49.65,Clear
russia,05/12/1970,59.1,41.1,50.7,38.9,,0,0,6.9,,6.2,6.3,43.56,Clear
russia,05/13/1970,62.9,43.1,54.6,,,0,0,6.9,,6.2,0,37.98,Clear
russia,05/14/1970,65.9,46.1,56.6,,,0,0,13.9,,6.2,50,43.06,Partially cloudy
russia,05/15/1970,64.1,46.1,56.7,,,0,,9.2,,5.8,31.3,50.81,Partially cloudy
russia,05/16/1970,52.1,41.1,46.6,35.4,,0,0,13.9,,5.8,40,60.45,Partially cloudy
russia,05/17/1970,55.1,37.1,46.8,33.4,,0,0,9.2,,8.5,0,45.15,Clear
russia,05/18/1970,59.1,38.9,52,38,,0,0,9.2,,6.2,56.3,43.45,Partially cloudy
russia,05/19/1970,64.1,50.1,57.5,,,0,,13.9,,6.2,77.5,39.49,Overcast
russia,05/20/1970,71.9,52.1,60.7,,,0,,19.5,,6.2,44.3,47.98,Partially cloudy
russia,05/21/1970,61.1,47.9,53.8,,,0,,2.2,,6.2,53.8,67.78,Partially cloudy
russia,05/22/1970,68.1,46.1,60.6,,,0,,9.2,,5.8,26.3,52.96,Partially cloudy
russia,05/23/1970,73.1,56.9,63.3,,,0,,13.9,,5.8,67.5,60.02,Partially cloudy
russia,05/24/1970,56.9,46.1,52.9,40,,0,,13.9,,4.7,98.8,84.55,Overcast
russia,05/25/1970,44.9,38.9,42.4,30.8,,0,,16.1,,6.2,83.8,69.48,Overcast
russia,05/26/1970,44.9,37.1,40,30.5,,0,0,9.2,,6.2,85,86.59,Overcast
russia,05/27/1970,61.1,37.1,51.6,33.9,,0,0,11.4,,7.4,7.5,55.82,Clear
russia,05/28/1970,64.1,43.1,55.2,40.3,,0,0,9.2,,6.2,37.5,48.92,Partially cloudy
russia,05/29/1970,61.1,46.1,53.8,43.9,,0,0,11.4,,6.2,57.5,54.44,Partially cloudy
russia,05/30/1970,56.9,47.9,51.3,,,0,0,6.9,,6.2,37.5,64.9,Partially cloudy
russia,05/31/1970,70.1,46.1,58.7,43.9,,0,,6.9,,6.2,52.5,57.39,Partially cloudy
russia,06/01/1970,73.1,55.1,64.2,,,0,,11.4,,6.2,76.3,62.64,Overcast
russia,06/02/1970,74.9,56.9,66.2,,,0,,11.4,,5.4,71.3,59.3,Partially cloudy
russia,06/03/1970,77.1,56.9,67,,,0,,4.7,,5.4,45,60.43,Partially cloudy
russia,06/04/1970,77.1,56.9,67.7,,,0,,9.2,,4.7,62.5,58.48,Partially cloudy
russia,06/05/1970,70.1,59.1,64.3,,,0,,9.2,,5.8,86.3,72.33,Overcast
russia,06/06/1970,74.9,59.1,67.5,,,0,,4.7,,5.8,56.3,60.01,Partially cloudy
russia,06/07/1970,77.1,56.9,68.4,,,0,,11.4,,6.2,35,60.31,Partially cloudy
russia,06/08/1970,65.9,55.1,60.4,,,0,,11.4,,6.2,16.3,47.51,Clear
russia,06/09/1970,65.9,50.1,59.2,,,0,0,9.2,,6.2,12.9,39.8,Clear
russia,06/10/1970,74.9,50.1,65.1,,,0,,6.9,,6.2,25,49.15,Clear
russia,06/11/1970,77.1,55.1,67.6,,,0,,13.9,,6.2,53.8,49.43,Partially cloudy
russia,06/12/1970,74.9,61.1,68.6,,,0,,16.1,,6.2,72.5,47.57,Partially cloudy
russia,06/13/1970,74.9,62.9,69.3,,,0,,26.4,,6.2,72.9,55.08,Partially cloudy
russia,06/14/1970,65.9,50.1,58.4,,,0,,9.2,,5.8,95,88.51,Overcast
russia,06/15/1970,61.1,47.9,53.4,43.8,,0,,11.4,,4.5,100,88,Overcast
russia,06/16/1970,47.9,46.1,47.3,42.3,,0,,13.9,,5.8,100,92.52,Overcast
russia,06/17/1970,55.1,46.1,50.3,40,,0,,13.9,,5,100,82.87,Overcast
russia,06/18/1970,62.9,50.1,57.7,,,0,,6.9,,7.8,92.5,61.58,Overcast
russia,06/19/1970,68.1,52.1,58.3,,,0,,13.9,,6.2,73.8,66.77,Partially cloudy
russia,06/20/1970,62.9,47.9,56.6,44.7,,0,,11.4,,6.2,52.5,55.54,Partially cloudy
russia,06/21/1970,59.1,50.1,55.5,,,0,,16.1,,5.8,81.3,75.81,Overcast
russia,06/22/1970,50.1,46.1,47.5,41.6,,0,,13.9,,7,80,77.73,Overcast
russia,06/23/1970,64.1,46.1,53.7,,,0,,9.2,,5.4,95,85.79,Overcast
russia,06/24/1970,64.1,52.1,58.6,,,0,,6.9,,6.6,61.3,61.05,Partially cloudy
russia,06/25/1970,68.1,50.1,60.3,,,0,,4.7,,6.2,37.5,55.08,Partially cloudy
russia,06/26/1970,71.9,52.1,63.4,,,0,,4.7,,5,36.3,58.26,Partially cloudy
russia,06/27/1970,77.1,56.9,67.7,,,0,,13.9,,5.8,26.3,52.36,Partially cloudy
russia,06/28/1970,73.1,59.1,65.6,,,0,,11.4,,6.2,52.5,61.7,Partially cloudy
russia,06/29/1970,73.1,56.9,63.9,,,0,,6.9,,6.2,67.5,71.52,Partially cloudy
russia,06/30/1970,77.1,56.9,68.3,,,0,,4.7,,6.2,62.9,60.19,Partially cloudy
russia,07/01/1970,74.9,61.1,67,,,0,,9.2,,5.5,65,69.87,Partially cloudy
russia,07/02/1970,77.1,59.1,70.3,,,0,,11.4,,5.4,47.5,60.76,Partially cloudy
russia,07/03/1970,77.1,65.9,70.8,,,0,,11.4,,6.2,77.5,71.91,Overcast
russia,07/04/1970,83.9,64.1,71.1,,85.4,0,,9.2,,5.8,70,75.52,Partially cloudy
russia,07/05/1970,74.9,64.1,68.2,,,0,,6.9,,6.2,72.5,65.38,Partially cloudy
russia,07/06/1970,70.1,59.1,64.7,,,0,,11.4,,6.2,61.3,64.87,Partially cloudy
russia,07/07/1970,71.9,53.9,63.9,,,0,,16.1,,6.2,31.3,59.03,Partially cloudy
russia,07/08/1970,73.1,56.9,66.2,,,0,,16.1,,6.2,77.5,67.18,Overcast
russia,07/09/1970,73.1,55.1,65.5,,,0,,11.4,,6.2,18.8,54.23,Clear
russia,07/10/1970,73.1,55.1,66,,,0,,9.2,,6.2,7.5,51.62,Clear
russia,07/11/1970,77.1,56.9,67.8,,,0,,11.4,,6.2,56.3,70.25,Partially cloudy
russia,07/12/1970,71.9,59.1,65.2,,,0,,13.9,,6.2,50,59.55,Partially cloudy
russia,07/13/1970,64.1,56.9,60.3,,,0,,11.4,,6.2,77.5,71.71,Overcast
russia,07/15/1970,82.1,61.1,72.7,,83,0,,18.3,,6.2,55.7,61.03,Partially cloudy
russia,07/16/1970,82.1,64.1,72.8,,82.8,0,,16.1,,6.2,56.3,67.26,Partially cloudy
russia,07/17/1970,88.1,64.1,77.3,,86,0,,9.2,,5.8,41.3,50.58,Partially cloudy
russia,07/18/1970,89.9,73.1,81.8,,87.3,0,,11.4,,6.2,51.4,41.27,Partially cloudy
russia,07/19/1970,89.9,73.1,83,,87.7,0,,21.9,,5.8,20,38.26,Clear
russia,07/20/1970,74.9,65.9,71.6,,,0,,16.1,,6.2,75,64.16,Partially cloudy
russia,07/21/1970,73.1,61.1,67.3,,,0,,9.2,,6.2,28.6,63.43,Partially cloudy
russia,07/22/1970,71.9,62.9,67.1,,,0,,9.2,,6.8,68.8,65.27,Partially cloudy
russia,07/23/1970,68.1,56.9,62,,,0,,11.4,,6.3,43.8,68.12,Partially cloudy
russia,07/24/1970,64.1,53.9,60.4,,,0,,11.4,,8.2,58.8,64,Partially cloudy
russia,07/25/1970,71.9,56.9,65.5,,,0,,4.7,,6.2,53.8,60.43,Partially cloudy
russia,07/26/1970,73.1,59.1,66.5,,,0,,4.7,,6.2,58.8,59.07,Partially cloudy
russia,07/27/1970,77.1,56.9,67.1,,,0,,6.9,,6.2,27.1,62.98,Partially cloudy
russia,07/28/1970,74.9,61.1,66.9,,,0,,9.2,,6.2,53.8,61,Partially cloudy
russia,07/29/1970,79.1,59.1,67.4,,,0,,11.4,,6.2,50,65.5,Partially cloudy
russia,07/30/1970,70.1,61.1,64.9,,,0,,6.9,,5.8,90,82.59,Overcast
russia,07/31/1970,74.9,64.1,68.4,,,0,,9.2,,6.2,81.3,76.97,Overcast
russia,08/01/1970,74.9,62.9,67.3,,,0,,11.4,,6.2,72.5,71.77,Partially cloudy
russia,08/02/1970,74.9,61.1,68.5,,,0,,11.4,,6.2,65,71.65,Partially cloudy
russia,08/03/1970,80.9,64.1,70.4,,80.7,0,,16.1,,6.2,47.5,63.65,Partially cloudy
russia,08/04/1970,73.1,61.1,66.9,,,0,,6.9,,6.2,56.3,72.06,Partially cloudy
russia,08/05/1970,80.9,61.1,71.4,,79.8,0,,9.2,,6.2,15,55.38,Clear
russia,08/06/1970,82.1,64.1,74.1,,80.4,0,,9.2,,5.8,30,46.77,Partially cloudy
russia,08/07/1970,77.1,62.9,68.5,,,0,,13.9,,6.2,82.5,63.5,Overcast
russia,08/08/1970,74.9,61.1,66,,,0,,16.1,,6.4,82.5,74.57,Overcast
russia,08/09/1970,71.9,56.9,64.5,,,0,,9.2,,6.2,42.5,64.1,Partially cloudy
russia,08/10/1970,74.9,53.9,66,,,0,,6.9,,6.8,33.8,56.32,Partially cloudy
russia,08/11/1970,83.9,59.1,73.7,,84.9,0,,11.4,,6.2,18.6,57.76,Clear
russia,08/12/1970,83.9,70.1,75.3,,83.2,0,,16.1,,6.2,65,55.53,Partially cloudy
russia,08/13/1970,79.1,62.9,71.1,,,0,,13.9,,6.1,61.3,57.59,Partially cloudy
russia,08/14/1970,71.9,64.1,68.5,,,0,,13.9,,6.2,70,58.19,Partially cloudy
russia,08/15/1970,68.1,61.1,63.8,,,0,,13.9,,5.5,92.5,69.52,Overcast
russia,08/16/1970,65.9,53.9,59,,,0,,16.1,,5.8,96.3,85.69,Overcast
russia,08/17/1970,56.9,52.1,54.7,,,0,,16.1,,6.2,100,89.49,Overcast
russia,08/18/1970,53.9,50.1,51.1,,,0,,9.2,,5.4,100,91.9,Overcast
russia,08/19/1970,55.1,50.1,52.5,,,0,,6.9,,5.3,100,90.55,Overcast
russia,08/20/1970,65.9,53.9,59.6,,,0,,4.7,,6.6,88.8,66.87,Overcast
russia,08/21/1970,70.1,53.9,59.9,,,0,,9.2,,6.2,71.3,68.54,Partially cloudy
russia,08/22/1970,64.1,52.1,58,,,0,,11.4,,6.2,26.3,64.82,Partially cloudy
russia,08/23/1970,70.1,44.9,59,,,0,0,9.2,,6.2,12.5,61.85,Clear
russia,08/24/1970,71.9,55.1,62.9,,,0,,13.9,,6.2,51.4,56.91,Partially cloudy
russia,08/25/1970,56.9,50.1,54.6,,,0,,6.9,,6.2,93.8,78.56,Overcast
russia,08/26/1970,56.9,46.1,50.6,43.8,,0,,13.9,,6.2,81.3,73.13,Overcast
russia,08/27/1970,50.1,44.9,46.8,42.4,,0,,9.2,,6.2,90,87.75,Overcast
russia,08/28/1970,50.1,43.1,46,40.3,,0,,6.9,,6.2,85,70.39,Overcast
russia,08/29/1970,61.1,44.9,52.5,40,,0,0,13.9,,6.2,80,79.67,Overcast
russia,08/30/1970,68.1,52.1,58.3,,,0,,11.4,,6.2,65,81.05,Partially cloudy
russia,08/31/1970,73.1,53.9,61.5,,,0,,13.9,,5.8,71.3,75.12,Partially cloudy
russia,09/01/1970,65.9,52.1,57.9,,,0,,2.2,,4.8,30,75.05,Partially cloudy
russia,09/02/1970,70.1,52.1,62.9,,,0,,9.2,,6.2,15.7,55.16,Clear
russia,09/03/1970,71.9,55.1,64.5,,,0,,11.4,,6.2,65,57.66,Partially cloudy
russia,09/04/1970,65.9,55.1,60.1,,,0,,16.1,,5,86.3,76.9,Overcast
russia,09/05/1970,62.9,52.1,58.7,,,0,,9.2,,4.7,93.8,79.5,Overcast
russia,09/06/1970,56.9,47.9,53.8,46,,0,,16.1,,5.8,70,77.78,Partially cloudy
russia,09/07/1970,56.9,47.9,52.2,44.7,,0,,11.4,,6.2,88.8,82.5,Overcast
russia,09/08/1970,52.1,43.1,47.6,38.9,,0,0,11.4,,6.2,70,77.41,Partially cloudy
russia,09/09/1970,52.1,41.1,47.3,38,,0,0,13.9,,6.2,75.7,68.61,Overcast
russia,09/10/1970,53.9,41.1,47.8,44.7,,0,0,9.2,,6.2,45,65.81,Partially cloudy
russia,09/11/1970,61.1,34.1,49.1,43.9,,0,0,6.9,,6.2,21.3,66.31,Clear
russia,09/12/1970,68.1,47.9,59.5,,,0,0,11.4,,5.4,37.5,75.01,Partially cloudy
russia,09/13/1970,59.1,56.9,57.2,,,0,,11.4,,2.5,96.3,92.19,Overcast
russia,09/14/1970,61.1,56.9,58.8,,,0,,9.2,,4.1,85,92.07,Overcast
russia,09/15/1970,65.9,52.1,59.8,,,0,,11.4,,5.8,52.9,67.48,Partially cloudy
russia,09/16/1970,71.9,52.1,60.6,,,0,,4.7,,4.7,25,72.68,Clear
russia,09/17/1970,71.9,53.9,63,,,0,,4.7,,4.3,18.8,73.99,Clear
russia,09/18/1970,73.1,53.9,62.1,,,0,,9.2,,4.9,5.7,78.62,Clear
russia,09/19/1970,68.1,53.9,60.8,,,0,,6.9,,4.4,18.6,81.19,Clear
russia,09/20/1970,68.1,50.1,60.2,,,0,,0,,4.9,67.5,78.55,Partially cloudy
russia,09/21/1970,68.1,52.1,60.1,,,0,,11.4,,4.3,82.5,79.81,Overcast
russia,09/22/1970,65.9,50.1,58.1,,,0,,19.5,,6.2,92.5,67,Overcast
russia,09/23/1970,47.9,43.1,45.7,35.5,,0,,16.1,,6.2,76.7,86.49,Overcast
russia,09/24/1970,44.9,38.9,42.2,30.8,,0,0,18.3,,5.8,95.7,82.13,Overcast
russia,09/25/1970,46.1,38.9,41.4,30.8,,0,0,16.1,,6.2,90,81.98,Overcast
russia,09/26/1970,43.1,35.9,39.9,30.8,,0,0,13.9,,6.2,85,81.13,Overcast
